pseudo_user,VOC건수,대표공항,주VOC유형,주카테고리
00ca59ee25d16ee4,1,본사,불편불만,항공사
00d2875f34cec0f3,1,제주공항,불편불만,터미널
00dfcd86178c0ec6,1,김포공항,제안건의,직원관련
00e2e4e39b268ec7,1,대구공항,제안건의,주차장
00ef2401ca7fda96,1,청주공항,단순문의,기타
00f11683dd247e56,1,청주공항,단순문의,보안검색
00faab52e3f1c585,1,제주공항,불편불만,직원관련
00fc0902ba2f3d19,1,여수공항,VOC기타,공사업무
00ffd7fc83958bf3,1,대구공항,칭찬,직원관련
010312c9f87e61c0,1,김해공항,불편불만,직원관련
008d1dd0de2bfc67,1,김포공항,사실확인,보안검색
fe0e2a1614f9f749,1,제주공항,제안건의,터미널
fe13b4ba47d41454,1,제주공항,제안건의,터미널
fe30663f90d621c2,1,김포공항,불편불만,직원관련
3911a399825a12d8,1,청주공항,제안건의,터미널
39131a4fe840f380,1,김포공항,유실물신고,기타
3923081fdf9bc5f5,1,김해공항,제안건의,기타
39240e62b8e462a5,1,김해공항,제안건의,주차장
393a5021cdc0c4ff,1,김포공항,사실확인,보안검색
39492b0a7ebdf58b,1,여수공항,불편불만,직원관련
394dfc4e604c5aa3,1,김포공항,단순문의,기타
382b658a6b5436c1,1,김해공항,제안건의,기타
3853ce25ce0abd04,1,청주공항,불편불만,상업시설
38546c4f6bddf648,1,김포공항,제안건의,터미널
385ec96c055e01ac,1,포항경주공항,불편불만,직원관련
3861d45b41a23a0c,1,김해공항,불편불만,주차장
386e3f98348aa5d3,1,김포공항,단순문의,공사업무
386e7cde7576d3fb,1,제주공항,칭찬,직원관련
38783b3a7749e058,1,김해공항,칭찬,기타
387919ac2b567de8,1,김해공항,불편불만,터미널
37d66ee821842b24,1,김해공항,단순문의,기타
37e2e5db42744543,1,김포공항,칭찬,직원관련
37e8b4c9fcaa7ae4,1,청주공항,불편불만,항공사
37f59f50013e3004,1,김포공항,불편불만,직원관련
37f7405e46797a66,1,제주공항,불편불만,직원관련
37f7a3ee39362694,1,김포공항,VOC기타,직원관련
37f97395845907df,1,제주공항,제안건의,기타
37fbcbcf4a13eee8,1,김해공항,제안건의,터미널
380028f677a3dac0,1,본사,VOC기타,기타
38023afdc7df1807,1,김포공항,불편불만,직원관련
38124c564da6f106,1,제주공항,불편불만,보안검색
37012a6e9963ae67,1,김해공항,불편불만,주차장
38da74ff1db7ab97,1,김포공항,제안건의,기타
38de97e5881dd90f,1,김포공항,사실확인,기타
38e348d07eabd4b8,1,김포공항,불편불만,직원관련
38fc26e60f76e778,1,청주공항,단순문의,상업시설
37357959d4015bfa,1,청주공항,단순문의,항공사
37359bcab1ade419,1,제주공항,불편불만,공사업무
3750bd58460fc935,1,김포공항,불편불만,직원관련
376422f10d9c8165,1,김포공항,불편불만,직원관련
37a99183574839b8,1,대구공항,단순문의,주차장
37afba72349cb6fd,1,제주공항,불편불만,주차장
364469513152ac25,1,제주공항,제안건의,주차장
397a71a85f0bb89a,1,김포공항,제안건의,ID체크
39876318ed96b937,1,김포공항,불편불만,공사업무
399e3badab1a280b,1,김해공항,불편불만,직원관련
39a0a26e36664cfa,1,청주공항,단순문의,항공사
39a48035b8c28868,1,제주공항,불편불만,직원관련
39b5199df959fae7,1,청주공항,불편불만,주차장
39bb454651647ff6,1,제주공항,불편불만,직원관련
39cec1382c9c8930,1,김포공항,불편불만,연계교통
38b878e072b7c776,1,무안공항,불편불만,기타
39e6b85274013678,1,포항경주공항,불편불만,직원관련
39e775d9f0a3366f,1,김해공항,불편불만,항공사
39f20273da044e9e,1,본사,단순문의,공사업무
39f8c4cd01ead19c,1,김해공항,불편불만,직원관련
3a0928a374667ded,1,김포공항,제안건의,주차장
3a2184c33a694601,1,김포공항,단순문의,공사업무
3a23a8b7693567d0,1,김해공항,칭찬,직원관련
3a276b12dc181f0a,1,제주공항,불편불만,ID체크
3a2aa2344a6c0a44,1,청주공항,불편불만,직원관련
3a3b8f4bed920bdf,1,김포공항,불편불만,보안검색
3a48820251c90b40,1,청주공항,단순문의,항공사
3a493f9670ea24e1,1,청주공항,제안건의,터미널
3a5b5e7d68fcf4e5,1,김해공항,불편불만,주차장
3961a5895ce64ca6,1,여수공항,불편불만,직원관련
3709d7562339a618,1,김해공항,불편불만,연계교통
37224317db2bd88b,1,대구공항,VOC기타,항공사
3b2c7334909baa7d,1,김포공항,제안건의,직원관련
3a76b8bc2a239beb,1,김포공항,사실확인,기타
3a815354b006acfa,1,제주공항,불편불만,연계교통
3a8cdf0616f9c9f5,1,김포공항,제안건의,주차장
3a8f98dd5fe4321b,1,청주공항,불편불만,직원관련
3a9071ef4500b149,1,광주공항,불편불만,주차장
3a98f768ba34b02e,1,김포공항,불편불만,주차장
3a9c0ebcd2b6af35,1,김포공항,불편불만,ID체크
3aa01b18dfaed0f6,1,대구공항,불편불만,보안검색
3aa7a6d79ac529d3,1,김포공항,VOC기타,기타
3aad110f29ffe386,1,본사,제안건의,기타
3ab1f3b6eea5e0ad,1,김포공항,단순문의,기타
3ab48d12601eda5c,1,청주공항,VOC기타,공사업무
3ab4f20eff57f5a7,1,제주공항,사실확인,기타
3abe3684216cab8b,1,김해공항,불편불만,직원관련
3ac1bd427bde2589,1,제주공항,불편불만,직원관련
3b7fc986674746cf,1,제주공항,불편불만,직원관련
3b991e4ae6b0a3ff,1,본사,단순문의,기타
3ba07f11a33edd92,1,제주공항,단순문의,주차장
3ba1a40b10f8b86a,1,제주공항,불편불만,터미널
3ba24532f88bd6ac,1,김해공항,VOC기타,기타
3bacad9a2b610444,1,김포공항,불편불만,직원관련
3ac9fc9d6b9573b3,1,청주공항,단순문의,기타
3ad759198d030c92,1,김해공항,단순문의,기타
3ad8a6f98c8a249c,1,김해공항,불편불만,직원관련
3ae5f46a98c5fcb4,1,김해공항,불편불만,터미널
3b096e7b9af2414c,1,김해공항,유실물신고,기타
3b1778925c1cd720,1,김포공항,불편불만,직원관련
3b17ca24d5465f81,1,제주공항,단순문의,항공사
3b1b81ef6e33afe1,1,청주공항,불편불만,주차장
3b1bba55e1dbbeaa,1,제주공항,불편불만,터미널
3b1f1d7df580dd36,1,김포공항,VOC기타,공사업무
3644ba37be860a2f,1,본사,VOC기타,기타
364b07cebaa1c801,1,제주공항,칭찬,직원관련
365181f39c966982,1,김해공항,불편불만,직원관련
3652d3527de24d62,1,김해공항,불편불만,기타
36586c665a9ae3f5,1,대구공항,제안건의,터미널
36628cee8aee5ddf,1,김포공항,칭찬,직원관련
36750caf811a7db1,1,여수공항,불편불만,직원관련
367d38ad3e1641e4,1,본사,제안건의,보안검색
367d41d06a2f347e,1,김포공항,칭찬,직원관련
36813bc14c08e7ba,1,제주공항,불편불만,직원관련
36c722dab1c638e0,1,대구공항,불편불만,기타
36f965e53c13f0e7,1,김포공항,제안건의,주차장
3b33f3228b509afb,1,제주공항,불편불만,터미널
3b519662902f6682,1,제주공항,불편불만,터미널
3b6818c033d10f4c,1,본사,제안건의,공사업무
3b7c0af934072f4a,1,김해공항,VOC기타,기타
3ce88647e1be0e3f,1,김포공항,칭찬,직원관련
3bb1b72bccc0e300,1,김해공항,칭찬,직원관련
3bc198078bfad516,1,김포공항,VOC기타,터미널
3bc94975ac763288,1,김포공항,불편불만,터미널
3bd38e9efe3cf06b,1,제주공항,불편불만,직원관련
3bf05ae5af70df85,1,김포공항,불편불만,터미널
3c03fc530f1aa456,1,청주공항,단순문의,공사업무
3c05d8eb27b207ef,1,제주공항,불편불만,주차장
3c071558be36c35f,1,청주공항,불편불만,주차장
3c0d6211131101a1,1,제주공항,불편불만,주차장
3c1d7147374bf528,1,본사,제안건의,공사업무
3c22767ba3ada495,1,대구공항,불편불만,주차장
3c231d9453a6ddb4,1,김포공항,제안건의,기타
3c304f8197c21a1d,1,김해공항,단순문의,기타
3c32f86e4260fb36,1,김포공항,불편불만,터미널
3b32c3f56d24e748,1,김포공항,단순문의,공사업무
3d386fce8982660a,1,김포공항,단순문의,기타
3d39a701871e6594,1,김포공항,불편불만,공사업무
3d3b1d4866fb22a9,1,무안공항,단순문의,공사업무
3d4d696f8bd5d748,1,제주공항,불편불만,주차장
3d59a0a03f5a070a,1,대구공항,불편불만,보안검색
3d7a68af61fc29b2,1,광주공항,불편불만,직원관련
3d8365f53dd6b89b,1,제주공항,VOC기타,기타
3c5669061748593a,1,대구공항,사실확인,직원관련
3c7b037b8b5a338f,1,청주공항,불편불만,직원관련
3c7bb2349b6a7852,1,청주공항,불편불만,주차장
3c87c56ee98aa642,1,김포공항,항공기소음,공사업무
3c8ed29df1fe8227,1,김포공항,항공기소음,기타
3c8f2735be4ea293,1,김해공항,유실물신고,기타
3c9364793ba7249c,1,제주공항,불편불만,기타
3cad9076371f2f53,1,김포공항,사실확인,주차장
3cb0fc268627c2d7,1,김포공항,불편불만,직원관련
3ddd53fde1ed12bb,1,대구공항,불편불만,직원관련
3dddd02bdc6d4aaa,1,본사,칭찬,직원관련
3de9707c05caf282,1,김포공항,불편불만,상업시설
3df9915c0b017ff4,1,제주공항,칭찬,직원관련
3dfcc7b7991c0de7,1,김해공항,단순문의,보안검색
3e22f816a74ec60f,1,김해공항,칭찬,직원관련
3e24c2de6e70d67b,1,청주공항,불편불만,터미널
3cf3d875955c2d52,1,김포공항,VOC기타,기타
3cf95ec32b2b70a9,1,제주공항,불편불만,직원관련
3d03f851024c2b24,1,김포공항,불편불만,직원관련
3d06da91532bcdc4,1,제주공항,불편불만,터미널
3d0b74dcb2cec296,1,울산공항,불편불만,기타
3d0bc5e32c7aa69f,1,청주공항,불편불만,직원관련
3d1840457cb9fd34,1,김포공항,VOC기타,공사업무
3d367f15f0ac5b0b,1,청주공항,제안건의,터미널
3d3848d80384a1cc,1,대구공항,불편불만,터미널
35f55e61bde2ccb0,1,여수공항,불편불만,직원관련
35ff2e907ce95f08,1,제주공항,불편불만,터미널
360109a5cea5d49b,1,김해공항,불편불만,기타
360e133c4b44bbf1,1,광주공항,불편불만,직원관련
3615d6119b2830c4,1,포항경주공항,불편불만,직원관련
3623f601410104eb,1,본사,항공기소음,기타
3624eedb98f4b2e5,1,여수공항,불편불만,직원관련
362603f462b8025c,1,청주공항,불편불만,직원관련
362d9025fc41dc0f,1,청주공항,불편불만,직원관련
362f406517ab85cf,1,제주공항,불편불만,상업시설
3d898742722fe6d6,1,김포공항,불편불만,주차장
3d9e7aa992afa6c4,1,김해공항,VOC기타,기타
3da2105ec3f8033b,1,김해공항,사실확인,보안검색
3db5a0e1519c1feb,1,김포공항,불편불만,직원관련
3dc67249aa9aa86e,1,대구공항,불편불만,보안검색
3dca253a0aba0c1f,1,김포공항,칭찬,직원관련
3e2e0dc8e9a67788,1,김포공항,불편불만,기타
3e45f6d8bc9c71cd,1,김포공항,불편불만,직원관련
3e4de2efa1583916,1,김해공항,불편불만,직원관련
3e5147146453d1c2,1,본사,단순문의,보안검색
3e5a77b62d5e439a,1,김포공항,칭찬,직원관련
3e5c65bf690098fb,1,김해공항,단순문의,보안검색
3e721be1bcb51478,1,김해공항,단순문의,ID체크
3e9bb579a99b31fd,1,김해공항,불편불만,직원관련
3ea44f323c1295a1,1,김포공항,불편불만,주차장
3ea6695b4e92509a,1,김해공항,불편불만,보안검색
3eb717b163e560be,1,원주공항,VOC기타,공사업무
3ebed6ee7c26cca5,1,김포공항,단순문의,기타
3ec3a09072d00cc5,1,청주공항,VOC기타,기타
3d842f600aae79d6,1,김해공항,불편불만,직원관련
35e6b8de7ffd04d4,1,김해공항,불편불만,보안검색
35eab7b7e4941fa4,1,김포공항,불편불만,직원관련
3ff33a9b28a83fdb,1,김포공항,불편불만,기타
3ffb8c1346a0a810,1,제주공항,불편불만,직원관련
400fd1aa0543625b,1,김포공항,불편불만,연계교통
3ecb37846ac26498,1,김포공항,제안건의,연계교통
3eec56a0e0a86b41,1,광주공항,불편불만,직원관련
3ef239866d4e3582,1,제주공항,사실확인,ID체크
3ef601e5bd86a31e,1,김해공항,칭찬,직원관련
3ef72eb85419f6f0,1,김포공항,불편불만,직원관련
3ef79c72c4d15926,1,본사,VOC기타,공사업무
3f0b4a60ffe1ce2d,1,청주공항,불편불만,보안검색
3f2d1274b4e706c7,1,제주공항,불편불만,주차장
3f35eeddb743d330,1,무안공항,단순문의,연계교통
3f36b10032c00bcb,1,청주공항,불편불만,주차장
3f398a725c45a7a0,1,김해공항,불편불만,터미널
3f44e44a8798b553,1,김해공항,사실확인,기타
3f53eed12d2bd7aa,1,여수공항,불편불만,공사업무
3584ce24742194ba,1,청주공항,불편불만,터미널
35860cf150d2bc02,1,김해공항,칭찬,직원관련
359a348591e0a253,1,김해공항,단순문의,주차장
359eb8560dd7ac7a,1,김포공항,VOC기타,터미널
35c940c2bf0fe449,1,대구공항,불편불만,터미널
35cc0e4dfda459a0,1,제주공항,불편불만,터미널
34bcc5312e291249,1,대구공항,단순문의,항공사
3faf31103534cb58,1,김포공항,제안건의,기타
3fb46ec15cbb3b36,1,청주공항,불편불만,직원관련
3fb6d0c9e0984e24,1,광주공항,불편불만,보안검색
3fbf5ba3eea632d6,1,김포공항,불편불만,터미널
3fbfc9b83aa2515e,1,김포공항,사실확인,주차장
3fc903e8bac5b635,1,대구공항,불편불만,직원관련
3fe67d9d371c9010,1,김해공항,불편불만,주차장
3fe8263b5914595f,1,김포공항,불편불만,터미널
3ff0516e89af6a0f,1,김포공항,제안건의,공사업무
413627662f329d7d,1,대구공항,불편불만,보안검색
402c5d77fd6de12e,1,무안공항,단순문의,상업시설
402e69fc91bb9195,1,김포공항,불편불만,직원관련
4030ee7a30061dd2,1,김해공항,VOC기타,기타
404eb0ce8961e45d,1,광주공항,불편불만,보안검색
406584fc69e378f2,1,김해공항,불편불만,ID체크
4074f9800720b361,1,김포공항,불편불만,주차장
40892b9fdea6ec6c,1,김포공항,불편불만,직원관련
4093da9b95202342,1,김해공항,제안건의,터미널
4098642ad09b1fef,1,청주공항,불편불만,직원관련
40a4c5ef1668f923,1,청주공항,불편불만,직원관련
40aa4a7af4350e69,1,김해공항,불편불만,터미널
40be85fd35e56273,1,제주공항,칭찬,공사업무
40d91baec5802abb,1,제주공항,불편불만,직원관련
3572aead51069b86,1,김포공항,불편불만,터미널
3583bf6055549405,1,김포공항,불편불만,직원관련
41d5df2e0d0e9861,1,제주공항,제안건의,터미널
41f1401ed1d47d5a,1,김포공항,불편불만,주차장
40deb26c5e83c89c,1,제주공항,불편불만,직원관련
40dfa5a1de7f9288,1,대구공항,불편불만,직원관련
40e686bfca2e9def,1,김포공항,불편불만,직원관련
40e849c5d13f583a,1,제주공항,불편불만,터미널
40ea78592fdc839d,1,제주공항,불편불만,주차장
40efc7c2b6bc06aa,1,김해공항,불편불만,터미널
40ff44eecbc03564,1,본사,불편불만,인천공항
41143de4e5d86801,1,제주공항,불편불만,터미널
411445b99a4c5d97,1,김해공항,불편불만,주차장
411ab946616fe90b,1,김포공항,사실확인,주차장
4121f9bf679166cf,1,청주공항,사실확인,터미널
4129d060e751d6fb,1,광주공항,단순문의,항공사
4129e0096afa62b4,1,김포공항,VOC기타,공사업무
412fda2c76aa3e12,1,광주공항,칭찬,직원관련
425b5e0935709131,1,광주공항,불편불만,기타
425bcb6318b597e0,1,김포공항,단순문의,항공사
414f9f24a6aac47a,1,김해공항,단순문의,기타
4172be4884123914,1,제주공항,불편불만,직원관련
4184e4b29ff05279,1,청주공항,사실확인,기타
41862d38279f470c,1,김해공항,제안건의,기타
418776a78e7cea10,1,김해공항,제안건의,주차장
419cbeaf70333b5b,1,김해공항,불편불만,기타
41a0ef67f4eb07ff,1,김해공항,불편불만,ID체크
41b2eb96cf782b96,1,김포공항,제안건의,터미널
41b6c1360a1e90d9,1,김포공항,제안건의,공사업무
41bca72e5416bb74,1,김포공항,불편불만,보안검색
41c23eee9888b03c,1,제주공항,불편불만,직원관련
41ceafc4d0f542ed,1,군산공항,불편불만,직원관련
41d08cb99ba598f1,1,김포공항,불편불만,직원관련
41d5315dfd75750e,1,본사,제안건의,기타
42cc9524f4ebb965,1,김해공항,칭찬,직원관련
42cfba03a3309cb5,1,본사,제안건의,ID체크
42dcb2b5ced69001,1,김해공항,단순문의,기타
42e719edac055c7a,1,김포공항,제안건의,터미널
42f34988ab320879,1,제주공항,불편불만,직원관련
42f7124f1ff070fc,1,광주공항,불편불만,직원관련
42042773ad6dc73f,1,김해공항,칭찬,직원관련
4205682576b65c5c,1,울산공항,단순문의,항공사
4215abb39c3f88d2,1,김포공항,제안건의,보안검색
42269a258fd1496e,1,제주공항,불편불만,직원관련
422fdbd6335fefec,1,김포공항,불편불만,주차장
4235fc56807cca06,1,김포공항,불편불만,직원관련
423b31ec654f92f2,1,김해공항,불편불만,ID체크
424486be1d86277a,1,김포공항,불편불만,직원관련
4248f3c658522ac7,1,제주공항,칭찬,직원관련
425a8a738d5cf500,1,김포공항,불편불만,기타
350f73f14e0bf8e9,1,제주공항,불편불만,직원관련
3517ef17d8c43c19,1,김해공항,불편불만,공사업무
3528517ad5a50ab5,1,대구공항,불편불만,터미널
3541468a00fff784,1,광주공항,불편불만,연계교통
3541e70db4a58e08,1,김포공항,단순문의,주차장
354c77184f4e6c73,1,청주공항,단순문의,기타
3554d3718f03122d,1,광주공항,불편불만,직원관련
3562e224cfb2e69b,1,김해공항,불편불만,직원관련
3568ee24b9ae1dbb,1,청주공항,단순문의,기타
3431701862f50686,1,김포공항,제안건의,보안검색
4281f2259604f707,1,김해공항,불편불만,기타
4285fff342d18624,1,김포공항,제안건의,기타
42933b6ec02f183f,1,본사,불편불만,ID체크
429f8b798c3fa26c,1,김포공항,불편불만,기타
42a40ccebcb45e0c,1,제주공항,불편불만,보안검색
42a5e78919d1a6f4,1,김포공항,단순문의,공사업무
43bc28339206c4bc,1,청주공항,불편불만,기타
43be98af60090200,1,청주공항,불편불만,주차장
4300316d849d331a,1,김해공항,칭찬,직원관련
4306cc975fc2bbf3,1,김해공항,유실물신고,기타
4310698e4ba21cb6,1,김포공항,항공기소음,공사업무
431588ad84db9cc8,1,청주공항,단순문의,상업시설
4327bb3de97ee065,1,청주공항,불편불만,터미널
432eb6dc6ddd9705,1,대구공항,불편불만,직원관련
43311b7804ee1034,1,본사,불편불만,터미널
433a88a5a527a39d,1,본사,단순문의,공사업무
4344b0713f4e562d,1,김포공항,불편불만,직원관련
434f5aee91def4b9,1,제주공항,불편불만,주차장
43649cad658db13c,1,김포공항,사실확인,터미널
42782262ece093e0,1,제주공항,불편불만,상업시설
34cb04000ea91b00,1,청주공항,단순문의,공사업무
34fde8cd2e5ef425,1,본사,단순문의,기타
44410405eb9a76d8,1,제주공항,불편불만,터미널
446689a7f55d49d8,1,청주공항,단순문의,기타
446a978e06cee29c,1,김해공항,불편불만,직원관련
446fbc2cdea3c047,1,대구공항,제안건의,터미널
44773231c3e21f4a,1,청주공항,VOC기타,주차장
448573d0b6b6f5ec,1,김해공항,불편불만,기타
436d7139cf24ebaa,1,제주공항,불편불만,공사업무
437385552b07ef34,1,김해공항,칭찬,직원관련
4382a587b9f306c4,1,본사,VOC기타,항공사
439026d01d75e484,1,제주공항,단순문의,기타
43a6abf175a65523,1,김해공항,불편불만,항공사
43a7b1c3e56de728,1,본사,단순문의,기타
43afd66d805eec82,1,여수공항,불편불만,직원관련
43b4571708ae4e21,1,제주공항,불편불만,터미널
43b7a6766e36908c,1,김해공항,불편불만,직원관련
43bc276a935774b5,1,제주공항,불편불만,기타
3456ebd5ced4c1a3,1,본사,VOC기타,인천공항
34588f7a37b7c43a,1,양양공항,단순문의,기타
3459e9d8b8886190,1,김해공항,사실확인,직원관련
3466bb932e0c20a0,1,광주공항,제안건의,항공사
347791db3a8e8e06,1,김해공항,VOC기타,기타
3490ba5a832ac62c,1,김해공항,단순문의,보안검색
349388d2dbfd1b49,1,대구공항,불편불만,ID체크
34b8537e1dd0c699,1,김포공항,불편불만,직원관련
34b8c9121e6c0205,1,제주공항,불편불만,터미널
34b8cb4bce39d70c,1,청주공항,단순문의,공사업무
33b05f0b26672eb0,1,무안공항,불편불만,직원관련
43e67798bc31d30a,1,김포공항,항공기소음,기타
43fd94e2f89916ec,1,김포공항,제안건의,기타
4408a848f20dc28a,1,무안공항,제안건의,기타
44181419f3ae63f6,1,대구공항,단순문의,항공사
442c2f81662df147,1,본사,불편불만,주차장
448832e5d5d553d6,1,본사,불편불만,기타
4498c6b0783c6180,1,김포공항,불편불만,연계교통
449e4e0d66458839,1,제주공항,제안건의,보안검색
44a1d2cd9bbf4363,1,김해공항,칭찬,직원관련
44a32b4a2763faaa,1,김포공항,제안건의,기타
44ad60b1686aa1aa,1,김포공항,불편불만,직원관련
44bdd3bffed42256,1,김포공항,제안건의,기타
44bfab394c3cfe4f,1,김포공항,불편불만,상업시설
44c3e0d210795c94,1,김포공항,제안건의,기타
44cde1ebe982042d,1,본사,제안건의,기타
44e5c87b2bcf97da,1,김해공항,불편불만,연계교통
44e6a111fc73ddc0,1,제주공항,불편불만,직원관련
44ef2acbcf5e732d,1,제주공항,불편불만,기타
43d99aa848ef9551,1,군산공항,불편불만,직원관련
34353cf3d80d31bf,1,본사,불편불만,주차장
344a74786f8e431b,1,본사,제안건의,공사업무
45cede471285bdc9,1,김해공항,불편불만,주차장
45d6d7e6e022098f,1,김포공항,제안건의,기타
45e5233fafc93aad,1,김포공항,칭찬,직원관련
44fb1538c184e98d,1,김포공항,항공기소음,기타
450262f49e3b7477,1,청주공항,칭찬,직원관련
450761f9938cfcb9,1,대구공항,불편불만,터미널
450ce54c11f56aae,1,김포공항,단순문의,터미널
450d46d1ea850897,1,김해공항,불편불만,터미널
451adfe99e5e44fb,1,사천공항,불편불만,항공사
451c871131162899,1,제주공항,불편불만,주차장
4526802321430e4a,1,김포공항,불편불만,직원관련
452865b1f81eb480,1,제주공항,불편불만,터미널
454ba9191e416d8c,1,제주공항,불편불만,직원관련
454bb8165193a5d3,1,김포공항,칭찬,직원관련
4558b8310e5ffccd,1,본사,제안건의,보안검색
45678d5408fd2681,1,제주공항,불편불만,터미널
462314b101921bad,1,김해공항,불편불만,터미널
4623c4cb4909373a,1,김포공항,불편불만,직원관련
4630fe76ccf33af4,1,청주공항,불편불만,직원관련
46312a48f8e11248,1,여수공항,칭찬,직원관련
456fa42d360acedd,1,김해공항,불편불만,주차장
4574ffc0801d0a41,1,김포공항,단순문의,직원관련
458c00ce09b1b9c2,1,제주공항,VOC기타,기타
4591efa5703159ec,1,제주공항,불편불만,직원관련
4593b3c6ceaa6e51,1,김해공항,단순문의,주차장
459d323c3a75ad68,1,김포공항,VOC기타,공사업무
45a28e09ad976a8f,1,본사,단순문의,공사업무
45a40c7924105938,1,김해공항,불편불만,기타
45afc78ebc6e8b90,1,김포공항,불편불만,보안검색
45b1b11355df5e3c,1,김포공항,VOC기타,기타
45b21ed933868271,1,청주공항,단순문의,상업시설
45c596360bfac31e,1,김포공항,제안건의,터미널
469e946e7bb9e76e,1,제주공항,불편불만,터미널
469efaff5ae8124e,1,제주공항,칭찬,직원관련
46a8087a45cc0557,1,김포공항,칭찬,직원관련
46bd5341a734e82f,1,대구공항,불편불만,상업시설
46cf13963baa42aa,1,울산공항,불편불만,터미널
45e80399eb408464,1,광주공항,불편불만,주차장
45ee3df9980d073d,1,제주공항,칭찬,직원관련
45f6bb566f54b5a4,1,여수공항,VOC기타,공사업무
45fb25d5f4bd26f0,1,본사,VOC기타,자회사
4601e50ee38e42b3,1,김포공항,항공기소음,기타
4603bbe3340c31d9,1,김포공항,불편불만,직원관련
4605ebad11db5fbe,1,김포공항,단순문의,기타
461176d90fbde09a,1,제주공항,단순문의,주차장
4615f30f795afdaf,1,제주공항,불편불만,직원관련
4617110d6b749322,1,김포공항,불편불만,기타
461c01ef3d626c8b,1,본사,VOC기타,공사업무
33dd36dd6fc8cb1a,1,본사,VOC기타,공사업무
33dfe5c3fc36f1b4,1,김해공항,불편불만,기타
33ec1a9e27002b6c,1,제주공항,불편불만,직원관련
33f8e444aba303d0,1,제주공항,단순문의,보안검색
34018a8c04c53d0e,1,김포공항,칭찬,직원관련
340badc519844230,1,제주공항,불편불만,보안검색
34117fbe5911d6b5,1,김포공항,제안건의,터미널
3416a48aeaad8766,1,김해공항,칭찬,직원관련
3330845d4d02bfbe,1,본사,불편불만,직원관련
46551f2261ac6ec9,1,본사,제안건의,터미널
4666ddab6559dc50,1,본사,단순문의,공사업무
46777df72b858147,1,김포공항,불편불만,직원관련
4685b56281fa41f9,1,대구공항,불편불만,ID체크
468617f82c478785,1,제주공항,칭찬,직원관련
468c8a6923409a9f,1,대구공항,불편불만,직원관련
469a2bb9ee363a1e,1,김해공항,제안건의,주차장
46df4aaa0c320c45,1,김포공항,단순문의,주차장
46f94b271adaee5b,1,김해공항,사실확인,직원관련
46faf5181d262f40,1,광주공항,불편불만,직원관련
4705af6e639ce6ac,1,제주공항,칭찬,직원관련
470b0965b4ad229a,1,청주공항,불편불만,터미널
471a8b3042c84266,1,본사,단순문의,항공사
471aae788afb2555,1,제주공항,불편불만,주차장
473d63b14782e94b,1,청주공항,불편불만,주차장
473de7976644b847,1,제주공항,불편불만,직원관련
4741bc6d03c6644e,1,제주공항,VOC기타,기타
47593bf55c76d192,1,김포공항,불편불만,상업시설
4764d9ad3f516de3,1,김해공항,불편불만,직원관련
47675454986b5005,1,김해공항,단순문의,보안검색
46380e20b7d14954,1,김해공항,불편불만,터미널
33c71a94db455588,1,김해공항,불편불만,주차장
33c914eb2669aff9,1,김포공항,칭찬,직원관련
483b4687c4cc7115,1,제주공항,제안건의,주차장
483e3436194f1233,1,김해공항,VOC기타,공사업무
484078e10388fb98,1,청주공항,불편불만,주차장
4845fa12600a983c,1,대구공항,제안건의,주차장
48552d6113046012,1,광주공항,불편불만,주차장
487ac3ab7a98cc3b,1,청주공항,불편불만,터미널
47834c60a94a0a81,1,제주공항,불편불만,터미널
47886abce17f1a68,1,제주공항,불편불만,직원관련
478acee490831f82,1,김해공항,불편불만,보안검색
478e105ac6f58954,1,청주공항,단순문의,ID체크
47924983cdf16319,1,제주공항,VOC기타,기타
47b26b9b8ecbc5a0,1,대구공항,불편불만,주차장
47bd345078cf3267,1,본사,제안건의,항공사
47c843da7a1110b3,1,김해공항,칭찬,직원관련
47decb280481987a,1,김해공항,단순문의,주차장
47df3958c25d1057,1,김포공항,단순문의,기타
48a89d0980502563,1,제주공항,불편불만,주차장
48cc8f35404b68de,1,여수공항,불편불만,직원관련
48d1d9b3a7f32802,1,광주공항,불편불만,직원관련
48d7f74f0ddee179,1,김해공항,유실물신고,기타
48dbe50707e1816a,1,김해공항,불편불만,기타
48dbf5b3b435e559,1,제주공항,불편불만,주차장
48f06cb79b3d8d1f,1,김포공항,단순문의,기타
47ec8f4c43a67738,1,김포공항,불편불만,직원관련
47f18001543ef704,1,김포공항,불편불만,보안검색
47f4af84c9929df7,1,김해공항,칭찬,직원관련
47f5c7ca5c547af1,1,김해공항,단순문의,주차장
47fd194a297dddab,1,김포공항,칭찬,직원관련
481195dcaed84da9,1,제주공항,불편불만,터미널
48222c9514d95453,1,김해공항,불편불만,기타
483053124279a1ed,1,김포공항,칭찬,직원관련
48366f05536cec27,1,김포공항,칭찬,직원관련
333c412e8f37d33d,1,제주공항,불편불만,직원관련
334504e55ca114f0,1,제주공항,불편불만,직원관련
3362a47c45d550a1,1,김해공항,단순문의,주차장
3368672e5e03b626,1,제주공항,제안건의,기타
3371ceab53c42a69,1,김포공항,불편불만,연계교통
3372ed0ed1a5cfae,1,군산공항,단순문의,기타
339ca93fddf7a6ca,1,본사,단순문의,기타
33a354e641ae6d83,1,김포공항,불편불만,기타
33a70947a8baa378,1,김포공항,VOC기타,공사업무
33af7cd0c8c3ec1a,1,김포공항,단순문의,연계교통
